"year","dependency_ratio","capital","labor_formal","informality","price_informal","nominal_output","wage_formal","wage_informal","rental_rate","social_security","social_security_share","public_absorption","collection_cost","collection_cost_share","consumption_formal","consumption_informal","composite_consumption","consumption_price_index","primary_surplus_ratio","required_revenue","revenue_share","tax_consumption","tax_payroll","tax_capital","mix_consumption","mix_payroll","mix_capital","flow_utility","lifetime_welfare","objective","policy"
2032,0.185513181,2.67370029822966,0.450004583810543,0.549995416189457,1.11856560611362,1.17934280478322,1.20631412299856,0.671139363668172,0.100000866384951,0.0790996615311306,0.0670709663130307,0.0197749153827826,0.0124515588459583,0.0105580487670394,0.617570470176972,0.329997249713674,0.947563497332501,1.13750788556902,0.0165,0.0985588178100537,0.0835709663130307,0.13547573499411,0.0136169360861226,0,0.925,0.075,0,-0.055338246793079,-1.43879441662005,8.05429647646595e-13,"2024-optimal mix"
2033,0.190057657,2.67167073302078,0.449663284611351,0.550336715388649,1.11871344681111,1.17900600908544,1.20631386411026,0.671228068086668,0.100000909957884,0.0810373487159368,0.0687336180574669,0.0202593371789842,0.0129724715447562,0.0110028884032737,0.616072247574858,0.330202029233189,0.946272745862526,1.13965854911658,0.0165,0.100490947865847,0.0852336180574669,0.138431204990574,0.0138944211453362,0,0.925,0.075,0,-0.0567777676915993,-1.47622195998158,8.77609963564964e-13,"2024-optimal mix"
2034,0.194506062,2.66970309422481,0.44933219500754,0.55066780499246,1.11885390360066,1.17867848909036,1.20631379363731,0.671312342160393,0.100000921819038,0.0829340728622032,0.0703619126248817,0.0207335182155508,0.0134940281075739,0.0114484384269946,0.614598375132152,0.330400682995476,0.944998869240256,1.14177074916364,0.0165,0.102382267932194,0.0868619126248817,0.141338340173153,0.0141663568668075,0,0.925,0.075,0,-0.0582023244154386,-1.5132604348014,9.13992530400965e-13,"2024-optimal mix"
2035,0.198809738,2.66781733894959,0.449014735308928,0.550985264691072,1.11898567196739,1.17836363188202,1.20631385759131,0.671391403180435,0.100000911055073,0.0847690870272595,0.0719379695144452,0.0211922717568149,0.0140096776216779,0.0118890953884094,0.613165589776858,0.330591158814643,0.943756630097622,1.14382088112027,0.0165,0.104212086953313,0.0884379695144452,0.144164385725063,0.0144297380185966,0,0.925,0.075,0,-0.0595952050652717,-1.54947533169706,8.93880870614466e-13,"2024-optimal mix"
2036,0.202927696,2.6660295041055,0.448713622862004,0.551286377137996,1.11910799201675,1.17806423498573,1.20631404009719,0.671464795210051,0.100000880337899,0.0865249141994506,0.0734466862076488,0.0216312285498627,0.0145133415350358,0.0123196521072653,0.611788209077936,0.330771826282798,0.942558843797951,1.14578878712156,0.0165,0.105962974076715,0.0899466862076488,0.146881089106772,0.0146820184409339,0,0.925,0.075,0,-0.0609417190024921,-1.58448469406479,8.50144895074785e-13,"2024-optimal mix"
2037,0.20685324,2.66432745108904,0.448428697772305,0.551571302227695,1.11921995432393,1.17777868933291,1.20631266966344,0.67153197259436,0.100001110993017,0.0881986993183936,0.0748856301418977,0.0220496748295984,0.0150029010785111,0.0127383023775109,0.610468472430325,0.330942781336617,0.941407990352579,1.1476701836284,0.0165,0.107632047692387,0.0913856301418977,0.149482639796065,0.0149227745897156,0,0.925,0.075,0,-0.0622387001681142,-1.61820620437096,1.24156281855083e-12,"2024-optimal mix"
2038,0.210662802,2.66270044743691,0.448154731647876,0.551845268352124,1.11932628231782,1.1775046813253,1.20631278312987,0.671595769390691,0.100001091895668,0.0898230316874335,0.0762825261860839,0.0224557579218584,0.0154868434312698,0.0131522563577744,0.609182870647632,0.331107161011275,0.940283773160938,1.14950169150244,0.0165,0.109251858929301,0.0927825261860839,0.152018211814134,0.0151566137265825,0,0.925,0.075,0,-0.0635087284749312,-1.65122694034821,1.20609683199295e-12,"2024-optimal mix"
2039,0.214415213,2.66111023416865,0.44788705985693,0.55211294014307,1.11942771940188,1.17723613243744,1.20631280589386,0.671656631641126,0.100001088064298,0.0914229958432186,0.0776590127708104,0.0228557489608047,0.0159721164571187,0.0135674704649515,0.607911099187647,0.331267764085842,0.939168697857868,1.15131100189155,0.0165,0.110847392028436,0.0941590127708104,0.154526494718226,0.0153871536205277,0,0.925,0.075,0,-0.0647714327371436,-1.68405725116573,1.19892705582536e-12,"2024-optimal mix"
2040,0.2181965,2.65952047766619,0.447619540225657,0.552380459774343,1.11952662439348,1.17696690394568,1.20631276173407,0.67171597463609,0.100001095496759,0.0930352722337144,0.0790466341252429,0.0232588180584286,0.0164698109467593,0.0139934359169707,0.606624033870128,0.331428275864606,0.938037239002451,1.15313961108341,0.0165,0.112455226148818,0.0955466341252429,0.157065007847861,0.015619673357244,0,0.925,0.075,0,-0.0660557581524619,-1.71744971196401,1.21295310550672e-12,"2024-optimal mix"
2041,0.222195285,2.65785266229578,0.447339057697584,0.552660942302416,1.1196275184882,1.17668363165846,1.2063125617326,0.67177651109292,0.100001129158688,0.0947402860679376,0.0805146630062381,0.0236850715169844,0.0170056913233762,0.0144522205169182,0.605256842209785,0.33159656538145,0.936832082839104,1.15507933621217,0.0165,0.114155565990302,0.0970146630062381,0.159761633423076,0.0158657894336146,0,0.925,0.075,0,-0.0674271497720953,-1.75310589407447,1.27662658793427e-12,"2024-optimal mix"
2042,0.226576456,2.65604169080067,0.447034657801295,0.552965342198705,1.11973366725069,1.1763750376977,1.20631220383614,0.671840200350416,0.100001189395713,0.0966083427814388,0.0821237612883326,0.0241520856953597,0.0176041853652698,0.0149647729687662,0.603751689140693,0.331779205319223,0.935501447919585,1.15721165255648,0.0165,0.116018530903451,0.0986237612883326,0.162730596489138,0.0161356962309178,0,0.925,0.075,0,-0.0689454326595118,-1.7925812491473,1.39554773674146e-12,"2024-optimal mix"
2043,0.231361793,2.65408427242989,0.446705662746258,0.553294337253742,1.11984449779821,1.17604024803478,1.20631179810299,0.671906698678926,0.100001257684126,0.0986487289953564,0.0838821028108547,0.0246621822488391,0.0182715926226115,0.0155365368261369,0.602099036993496,0.331976602352245,0.934035790191697,1.15954935401293,0.0165,0.11805339308793,0.100382102810855,0.165990986569075,0.0164307998045982,0,0.925,0.075,0,-0.0706227860869926,-1.8361924382618,1.53825614956998e-12,"2024-optimal mix"
2044,0.236571145,2.65197823911785,0.446351728570443,0.553648271429557,1.11995897669498,1.1756785264523,1.20631132568214,0.671975386016985,0.100001337196746,0.100869907985309,0.0857971849581129,0.0252174769963273,0.0190145576993566,0.0161732627342736,0.600289571139281,0.332188962857734,0.932425523257119,1.16210465438791,0.0165,0.120268603671772,0.102297184958113,0.169561438730819,0.0167523950519524,0,0.925,0.075,0,-0.072471714959959,-1.88426458895893,1.73482137130368e-12,"2024-optimal mix"
2045,0.242194667,2.64973379563021,0.445974612279672,0.554025387720328,1.12007526915819,1.17529122970071,1.20631075112193,0.672045161494916,0.100001433900453,0.103267682010934,0.0878656110087982,0.0258169205027335,0.0198360080063787,0.0168775257613639,0.598324002165113,0.332415232632196,0.930669841238834,1.16487558051547,0.0165,0.122659987300996,0.104365611008798,0.17344096904928,0.01709995012635,0,0.925,0.075,0,-0.0744949021544297,-1.93686745601517,1.9701670779941e-12,"2024-optimal mix"
2046,0.248077892,2.64741969235814,0.445585707459379,0.554414292540621,1.12018884621984,1.1748898188398,1.20631023288094,0.672113307731906,0.100001521125244,0.105776188973636,0.090030730777878,0.026444047243409,0.0207172185680914,0.0176333288755107,0.596253939317468,0.332648575524372,0.928813535172985,1.16778863885681,0.0165,0.125161870984493,0.106530730777878,0.177528219565709,0.0174639727915179,0,0.925,0.075,0,-0.0766423637590048,-1.99270145773412,2.21601351427888e-12,"2024-optimal mix"
2047,0.254115427,2.6450808226014,0.445192611752122,0.554807388247878,1.12029669502779,1.17448183897745,1.20630973380709,0.672178017016672,0.100001605124132,0.108350491092807,0.0922538667665915,0.0270876227732017,0.0216450291399645,0.018429428554476,0.594114815283733,0.332884432948727,0.926887532132932,1.17079347930531,0.0165,0.127729441435934,0.108753866766591,0.181753660909571,0.0178379727384505,0,0.925,0.075,0,-0.0788795461503549,-2.05086819990922,2.46361374751902e-12,"2024-optimal mix"
2048,0.260277779,2.64273144585681,0.444797770878716,0.555202229121284,1.12039752393239,1.17406958875778,1.20630921303054,0.672238514359436,0.100001692775906,0.110978013055441,0.0945242208111879,0.0277445032638603,0.0226168700115163,0.0192636537289463,0.591915847529152,0.33312133747277,0.924899469781548,1.17387684159212,0.0165,0.130350161269944,0.111024220811188,0.186099523614836,0.0182201349540577,0,0.925,0.075,0,-0.0811985871677381,-2.11116326636119,2.71899766787615e-12,"2024-optimal mix"
2049,0.266489219,2.64040437245785,0.444406442858021,0.555593557141979,1.12048976088549,1.17365862840332,1.20630890722909,0.672293856531297,0.100001744245326,0.113626465305424,0.0968138967801947,0.028406616326356,0.0236221927595754,0.0201269706436801,0.589683270018177,0.333356134285187,0.922872587953638,1.17700196605167,0.0165,0.132991832674079,0.113313896780195,0.190514537871096,0.0186057573613425,0,0.925,0.075,0,-0.0835731964012314,-2.17290310643201,2.87732569047719e-12,"2024-optimal mix"
2050,0.272751498,2.63810125834163,0.444018785871466,0.555981214128534,1.12057315993805,1.17324911929307,1.20630892503851,0.672343895962833,0.100001741247823,0.11629659443934,0.0991235301411628,0.0290741486098349,0.0246622610323705,0.021020481180698,0.587415889974659,0.33358872847712,0.920805477959936,1.18017057469207,0.0165,0.135655204907676,0.115623530141163,0.195001564379402,0.0189949361974764,0,0.925,0.075,0,-0.0860057025459076,-2.23614826619359,2.87543635954667e-12,"2024-optimal mix"
2051,0.279215956,2.6357694961883,0.443625948829989,0.556374051170011,1.12064902499954,1.17283150338619,1.20630926439875,0.672389414999724,0.100001684130131,0.119052929256229,0.101508979689325,0.0297632323140573,0.0257642303330312,0.0219675462832001,0.585057676564557,0.333824430702007,0.918646407844265,1.18346078583756,0.0165,0.138404649062101,0.118008979689325,0.199672107654228,0.0193970791275364,0,0.925,0.075,0,-0.0885581127418136,-2.30251093128715,2.69268086323357e-12,"2024-optimal mix"
2052,0.285959662,2.63338780505149,0.44322420451225,0.55677579548775,1.12071704128116,1.17240155288704,1.20631005679832,0.672430224768695,0.100001550761615,0.121928330665391,0.103998779569289,0.0304820826663477,0.0269449159674162,0.0229826682684481,0.58257829629649,0.33406547729265,0.916366427347153,1.186914559187,0.0165,0.141272956288027,0.120498779569289,0.204587237102775,0.0198169986148623,0,0.925,0.075,0,-0.091266517581797,-2.37292945712672,2.27267919904364e-12,"2024-optimal mix"
2053,0.293078584,2.63095077609836,0.442809719175267,0.557190280824734,1.12077805438974,1.1719569583887,1.20631393161499,0.672466832633842,0.100000898596305,0.124963717787918,0.106628248497905,0.0312409294469796,0.0282262751435307,0.0240847370216893,0.579940380981116,0.33431416849484,0.913929314356056,1.19058528842527,0.0165,0.144301007601332,0.123128248497905,0.209824182232292,0.0202606390233566,0,0.925,0.075,0,-0.0941765236019247,-2.44858961365004,9.35069726596168e-13,"2024-optimal mix"
2054,0.300730225,2.62836700811296,0.442374101742724,0.557625898257276,1.12082616933619,1.17148212424965,1.20631460557822,0.672495701601714,0.100000785163086,0.128226247221111,0.109456426663993,0.0320565618052778,0.0296443615751332,0.0253050054810873,0.577077809795038,0.334575538954366,0.911271990321801,1.19455866704663,0.0165,0.14755570227123,0.125956426663993,0.21551081371629,0.02073800528845,0,0.925,0.075,0,-0.0973672082764951,-2.53154741518887,7.69560705542728e-13,"2024-optimal mix"
2055,0.308995745,2.62566339178209,0.441916291244003,0.558083708755997,1.12086173166907,1.17097928064685,1.20631710205406,0.672517039001442,0.100000364988585,0.131750524207008,0.112513113070822,0.032937631051752,0.031224554980137,0.0266653351568173,0.573956133107488,0.334850225253598,0.908358915796648,1.19888540053827,0.0165,0.151071682337681,0.129013113070822,0.221722115103052,0.0212541054974743,0,0.925,0.075,0,-0.100886425629434,-2.62304706636528,3.23758771202323e-13,"2024-optimal mix"
2056,0.317906576,2.62283833866269,0.441437569609551,0.558562430390449,1.12087932180599,1.17044712777416,1.20632002993862,0.672527593083594,0.0999998722083112,0.135549950815196,0.11581040065686,0.0338874877037991,0.0329855208096165,0.0281819827883597,0.57055509524997,0.33513745823427,0.905167362592393,1.2035911158119,0.0165,0.15486232842347,0.13231040065686,0.228500729227849,0.0218109818883413,0,0.925,0.075,0,-0.104768069781048,-2.72396981430725,3.21667585077819e-14,"2024-optimal mix"
2057,0.327501605,2.61984632020323,0.440938714830555,0.559061285169445,1.12086769258485,1.16987774052402,1.20631577066553,0.672520615550908,0.100000589070341,0.139641107800324,0.119363847146776,0.034910276950081,0.034950007936044,0.0298749234431873,0.566846079457117,0.335436771101667,0.901666087812184,1.20870643528851,0.0165,0.15894409051897,0.135863847146776,0.235900373540758,0.0224112670952084,0,0.925,0.075,0,-0.109058013290059,-2.83550834554152,5.23588360717174e-13,"2024-optimal mix"
2058,0.337785442,2.61679965037347,0.440425612333921,0.559574387666079,1.12082967701734,1.16928641659676,1.20631606564845,0.672497806210404,0.100000539422644,0.144025960787893,0.123174235793386,0.0360064901969733,0.0371358112660261,0.0317593796856982,0.562823312044977,0.335744632599648,0.897843959495327,1.21424897533069,0.0165,0.16331918666174,0.139674235793386,0.243948843431769,0.0230549823059863,0,0.925,0.075,0,-0.11377928138214,-2.95826131593563,4.05733689963319e-13,"2024-optimal mix"
2059,0.348669317,2.61371323567213,0.439906661412342,0.560093338587658,1.12075502807854,1.16867566175992,1.20631560035582,0.672453016847125,0.10000061773468,0.148666659761446,0.127209511266425,0.0371666649403614,0.0395422966797651,0.0338351331970222,0.558507088658821,0.336056003152595,0.893714997663206,1.22018442045433,0.0165,0.167949808180484,0.143709511266425,0.252606384822781,0.0237366427159829,0,0.925,0.075,0,-0.118924939846256,-3.09204843600266,5.63067947803187e-13,"2024-optimal mix"
2060,0.359943998,2.61065106794758,0.439395606921502,0.560604393078498,1.12063754269001,1.16805709252162,1.20631167719646,0.672382525614008,0.100001278033758,0.153473991758903,0.131392543002827,0.0383684979397258,0.0421392891067692,0.0360763950465798,0.553969347928063,0.336362635847099,0.889343386238048,1.22641139097215,0.0165,0.17274693378551,0.147892543002827,0.26173330366741,0.0244431047266639,0,0.925,0.075,0,-0.124425070759263,-3.23505183974083,1.66134195667409e-12,"2024-optimal mix"
2061,0.371430568,2.60776152278743,0.438905506581741,0.561094493418259,1.12048279985489,1.16745436023603,1.20631509145629,0.672289679912935,0.100000703386171,0.158371669617996,0.135655555379465,0.0395929174044991,0.0448972231902659,0.0384573690582549,0.54928015723171,0.336656696050955,0.884792416761237,1.23284313983546,0.0165,0.177634666561891,0.152155555379465,0.271203397085337,0.0251626975692198,0,0.925,0.075,0,-0.130208601538966,-3.38542364001312,6.37186379083754e-13,"2024-optimal mix"
2062,0.383127073,2.60500776380311,0.438438023843764,0.561561976156236,1.12028202612199,1.1668616865953,1.20631872762452,0.672169215673193,0.100000091395023,0.163358860186397,0.139998478022747,0.0408397150465992,0.0478260217216121,0.0409868815396281,0.544430526141964,0.336937185693742,0.880050817024854,1.2394868003856,0.0165,0.182612078015219,0.156498478022747,0.281035035921383,0.025895272180812,0,0.925,0.075,0,-0.13629801899469,-3.54374849386193,1.45074814071288e-13,"2024-optimal mix"
2063,0.395103351,2.60233650980495,0.437992517378714,0.562007482621286,1.12002405267743,1.1662696040792,1.20631501828001,0.672014431606457,0.100000715702281,0.16846534119813,0.144448025232672,0.0421163352995325,0.0509556566559324,0.0436911469506772,0.539379922348892,0.337204489572772,0.875075808212131,1.24639223430268,0.0165,0.187708789665437,0.160948025232672,0.291311167987101,0.0266451670259221,0,0.925,0.075,0,-0.142758136627159,-3.71171155230613,6.82256842792434e-13,"2024-optimal mix"
2064,0.407267375,2.59980114468554,0.437576123228726,0.562423876771274,1.11970765529851,1.16568681640129,1.20630562361575,0.671824593179103,0.100002296912546,0.173651873907397,0.148969578675939,0.0434129684768491,0.0542749286472439,0.0465604722328436,0.534160450118876,0.337454326062764,0.869895209221967,1.25351871025925,0.0165,0.192885706378018,0.165469578675939,0.301976658164064,0.0274062957809741,0,0.925,0.075,0,-0.149563751356211,-3.88865753526147,4.94799771096086e-12,"2024-optimal mix"
2065,0.419597805,2.59763905948044,0.437197323015153,0.562802676984847,1.11935076298497,1.16514762531548,1.20631918730691,0.671610457790983,0.100000014027836,0.178909359301565,0.153550807995788,0.0447273398253913,0.05778886208609,0.0495978885683631,0.528788612681634,0.337681606190908,0.864520176548829,1.26086935709727,0.0165,0.198134295119271,0.170050807995788,0.313029088195224,0.0281761199764938,0,0.925,0.075,0,-0.156711002387484,-4.07448606207458,1.54136372746477e-13,"2024-optimal mix"
2066,0.432071572,2.59558813283995,0.436854332537008,0.563145667462992,1.11892084503477,1.16461386875905,1.20631718978213,0.671352507020865,0.100000350223381,0.184227961151847,0.158188019303041,0.0460569902879617,0.0615046722898915,0.0528112140339076,0.523247302495492,0.337887400477795,0.858932674473639,1.26843741515569,0.0165,0.203444089986371,0.174688019303041,0.324481916884182,0.0289539738543126,0,0.925,0.075,0,-0.164235602764568,-4.27012567187876,3.23047805389857e-13,"2024-optimal mix"
2067,0.444467087,2.59380290661982,0.436557673429544,0.563442326570456,1.11843346531716,1.16411187714269,1.20631371913783,0.671060079190296,0.100000934357893,0.189513197681773,0.162796378426216,0.0473782994204433,0.0653641764526451,0.0561493940024747,0.517637468738795,0.338065395942273,0.853231206579672,1.2760996996014,0.0165,0.208721043654627,0.179296378426216,0.336146864048013,0.0297252562920621,0,0.925,0.075,0,-0.172015266540328,-4.47239693004851,8.2621887177809e-13,"2024-optimal mix"
2068,0.456828159,2.59233420231831,0.436309091807757,0.563690908192243,1.11788956934234,1.16364799759187,1.20631498461822,0.670733741605402,0.100000721367809,0.194783748302982,0.167390610138186,0.0486959370757454,0.0693862047747471,0.0596281735699623,0.511938934215713,0.338214544915346,0.847393154351602,1.28389117298501,0.0165,0.213983940263248,0.183890610138186,0.348077867868248,0.0304921086216775,0,0.925,0.075,0,-0.180089778711002,-4.68233424648605,6.88172278578401e-13,"2024-optimal mix"
2069,0.469231743,2.59109892573746,0.436107560269043,0.563892439730957,1.11727423205953,1.16320834208714,1.20630916570874,0.670364539235715,0.100001700740632,0.200072425317112,0.172000507628859,0.0500181063292781,0.0736049922271962,0.0632775656466897,0.506105641866559,0.338335463838574,0.841369917352738,1.29186886258622,0.0165,0.21926536296155,0.188500507628859,0.360372597818003,0.0312592858831891,0,0.925,0.075,0,-0.188537858765347,-4.90198432789902,2.72482979788314e-12,"2024-optimal mix"
2070,0.481736233,2.59024133830917,0.435958476322899,0.564041523677101,1.11659322914977,1.16281221278437,1.20631349707844,0.669955937489859,0.100000971732266,0.205404126931454,0.176644280712886,0.0513510317328636,0.0780520441485678,0.0671235159817176,0.500111376899817,0.33842491420626,0.835129737103317,1.30008612464606,0.0165,0.224590528442396,0.193144280712887,0.373111608958157,0.0320292955775859,0,0.925,0.075,0,-0.197418742947105,-5.13288731662471,1.0313087848679e-12,"2024-optimal mix"
